0,0.012374
0.1,0.012386
0.2,0.012399
0.3,0.012415
0.4,0.012431
0.5,0.01245
0.6,0.01247
0.7,0.012492
0.8,0.012515
0.9,0.01254
1,0.012567
1.1,0.012596
1.2,0.012626
1.3,0.012658
1.4,0.012692
1.5,0.012728
1.6,0.012765
1.7,0.012804
1.8,0.012844
1.9,0.012887
2,0.012931
2.1,0.012977
2.2,0.013024
2.3,0.013073
2.4,0.013124
2.5,0.013177
2.6,0.013232
2.7,0.013288
2.8,0.013346
2.9,0.013405
3,0.013467
3.1,0.01353
3.2,0.013595
3.3,0.013661
3.4,0.01373
3.5,0.0138
3.6,0.013871
3.7,0.013945
3.8,0.01402
3.9,0.014097
4,0.014176
4.1,0.014256
4.2,0.014338
4.3,0.014422
4.4,0.014508
4.5,0.014595
4.6,0.014684
4.7,0.014775
4.8,0.014867
4.9,0.014962
5,0.015058
5.1,0.015155
5.2,0.015255
5.3,0.015356
5.4,0.015459
5.5,0.015563
5.6,0.01567
5.7,0.015778
5.8,0.015888
5.9,0.015999
6,0.016112
6.1,0.016227
6.2,0.016344
6.3,0.016463
6.4,0.016583
6.5,0.016705
6.6,0.016828
6.7,0.016954
6.8,0.017081
6.9,0.01721
7,0.01734
7.1,0.017473
7.2,0.017607
7.3,0.017742
7.4,0.01788
7.5,0.018019
7.6,0.01816
7.7,0.018303
7.8,0.018447
7.9,0.018593
8,0.018741
8.1,0.018891
8.2,0.019042
8.3,0.019195
8.4,0.01935
8.5,0.019506
8.6,0.019665
8.7,0.019825
8.8,0.019986
8.9,0.02015
9,0.020315
9.1,0.020482
9.2,0.02065
9.3,0.020821
9.4,0.020993
9.5,0.021167
9.6,0.021342
9.7,0.02152
9.8,0.021699
9.9,0.021879
10,0.022062
10.1,0.022246
10.2,0.022432
10.3,0.02262
10.4,0.022809
10.5,0.023
10.6,0.023193
10.7,0.023387
10.8,0.023584
10.9,0.023782
11,0.023982
11.1,0.024183
11.2,0.024386
11.3,0.024591
11.4,0.024798
11.5,0.025006
11.6,0.025217
11.7,0.025428
11.8,0.025642
11.9,0.025857
12,0.026074
12.1,0.026293
12.2,0.026514
12.3,0.026736
12.4,0.02696
12.5,0.027186
12.6,0.027413
12.7,0.027642
12.8,0.027873
12.9,0.028106
13,0.02834
13.1,0.028576
13.2,0.028814
13.3,0.029054
13.4,0.029295
13.5,0.029538
13.6,0.029783
13.7,0.030029
13.8,0.030278
13.9,0.030528
14,0.030779
14.1,0.031033
14.2,0.031288
14.3,0.031545
14.4,0.031803
14.5,0.032064
14.6,0.032326
14.7,0.032589
14.8,0.032855
14.9,0.033122
15,0.033391
15.1,0.033662
15.2,0.033934
15.3,0.034209
15.4,0.034484
15.5,0.034762
15.6,0.035041
15.7,0.035323
15.8,0.035605
15.9,0.03589
16,0.036176
16.1,0.036464
16.2,0.036754
16.3,0.037045
16.4,0.037339
16.5,0.037634
16.6,0.03793
16.7,0.038229
16.8,0.038529
16.9,0.038831
17,0.039134
17.1,0.03944
17.2,0.039747
17.3,0.040055
17.4,0.040366
17.5,0.040678
17.6,0.040992
17.7,0.041308
17.8,0.041625
17.9,0.041944
18,0.042265
18.1,0.042588
18.2,0.042912
18.3,0.043238
18.4,0.043566
18.5,0.043896
18.6,0.044227
18.7,0.04456
18.8,0.044895
18.9,0.045231
19,0.04557
19.1,0.04591
19.2,0.046251
19.3,0.046595
19.4,0.04694
19.5,0.047287
19.6,0.047635
19.7,0.047986
19.8,0.048338
19.9,0.048691
20,0.049047
20.1,0.049404
20.2,0.049763
20.3,0.050124
20.4,0.050486
20.5,0.05085
20.6,0.051216
20.7,0.051584
20.8,0.051953
20.9,0.052325
21,0.052697
21.1,0.053072
21.2,0.053448
21.3,0.053826
21.4,0.054206
21.5,0.054587
21.6,0.054971
21.7,0.055356
21.8,0.055742
21.9,0.056131
22,0.056521
22.1,0.056913
22.2,0.057306
22.3,0.057702
22.4,0.058099
22.5,0.058497
22.6,0.058898
22.7,0.0593
22.8,0.059704
22.9,0.060111
23,0.060519
23.1,0.06093
23.2,0.061342
23.3,0.061756
23.4,0.062172
23.5,0.062589
23.6,0.063008
23.7,0.06343
23.8,0.063852
23.9,0.064277
24,0.064704
24.1,0.065132
24.2,0.065562
24.3,0.065994
24.4,0.066427
24.5,0.066863
24.6,0.0673
24.7,0.067739
24.8,0.068179
24.9,0.068622
25,0.069066
25.1,0.069512
25.2,0.06996
25.3,0.07041
25.4,0.070861
25.5,0.071315
25.6,0.07177
25.7,0.072226
25.8,0.072685
25.9,0.073145
26,0.073608
26.1,0.074072
26.2,0.074537
26.3,0.075005
26.4,0.075474
26.5,0.075946
26.6,0.076419
26.7,0.076893
26.8,0.07737
26.9,0.077848
27,0.078329
27.1,0.078811
27.2,0.079294
27.3,0.07978
27.4,0.080267
27.5,0.080756
27.6,0.081247
27.7,0.08174
27.8,0.082235
27.9,0.082731
28,0.083229
28.1,0.083729
28.2,0.084231
28.3,0.084735
28.4,0.08524
28.5,0.085748
28.6,0.086257
28.7,0.086768
28.8,0.08728
28.9,0.087795
29,0.088311
29.1,0.088829
29.2,0.089349
29.3,0.089871
29.4,0.090394
29.5,0.09092
29.6,0.091447
29.7,0.091976
29.8,0.092507
29.9,0.093039
30,0.093574
30.1,0.09411
30.2,0.094648
30.3,0.095188
30.4,0.09573
30.5,0.096273
30.6,0.096819
30.7,0.097371
30.8,0.097926
30.9,0.098483
31,0.099042
31.1,0.099604
31.2,0.10017
31.3,0.10074
31.4,0.10131
31.5,0.10188
31.6,0.10245
31.7,0.10303
31.8,0.10361
31.9,0.10419
32,0.10478
32.1,0.10536
32.2,0.10595
32.3,0.10655
32.4,0.10714
32.5,0.10774
32.6,0.10834
32.7,0.10895
32.8,0.10955
32.9,0.11016
33,0.11077
33.1,0.11139
33.2,0.11201
33.3,0.11263
33.4,0.11325
33.5,0.11388
33.6,0.11451
33.7,0.11514
33.8,0.11577
33.9,0.11641
34,0.11705
34.1,0.11769
34.2,0.11834
34.3,0.11899
34.4,0.11964
34.5,0.12029
34.6,0.12095
34.7,0.12161
34.8,0.12228
34.9,0.12294
35,0.12361
35.1,0.12429
35.2,0.12496
35.3,0.12564
35.4,0.12633
35.5,0.12701
35.6,0.1277
35.7,0.12839
35.8,0.12909
35.9,0.12979
36,0.13049
36.1,0.13119
36.2,0.13189
36.3,0.1326
