0,0.0025715,0.00091102,0.001957,0.0027676,0.0028457,0.001341
30,0.19759,0.13501,0.030721,0.026097,0.03583,0.037383
60,0.70843,0.068711,0.15403,0.047084,0.11746,0.01156
120,0.80831,0.036382,0.24814,0.067866,0.13424,0.01737
