Time_mins,wt,mko,tko
0,13.89303973,7.1328927,8.599112521
30,100,88.70647846,101.6742813
45,54.43510472,63.59250262,11.67529207
60,21.48240999,21.10181853,7.199420379
75,7.562966533,3.358822667,4.816775973
