0,0.00012979,0.00012979,7.4168e-05
1,0.0002596,0.00025959,0.00014834
2,0.00038956,0.00038941,0.00022256
3,0.00052013,0.00051937,0.00029691
4,0.00065251,0.00064974,0.00037161
5,0.00078967,0.000781,0.00044707
6,0.00094004,0.00091405,0.00052427
7,0.0011248,0.0010501,0.00060535
8,0.0013959,0.0011912,0.00069489
9,0.0018664,0.0013401,0.00080227
10,0.0027739,0.0015004,0.00094663
11,0.0044726,0.0016772,0.0011564
12,0.0076032,0.001877,0.0014889
13,0.012949,0.0021086,0.0020191
14,0.021769,0.0023823,0.0028504
15,0.035398,0.0027123,0.004143
16,0.055501,0.0031215,0.0060813
17,0.083958,0.0036349,0.0088923
18,0.12281,0.0042835,0.012842
19,0.1742,0.0051058,0.018232
20,0.24037,0.0061485,0.0254
21,0.32354,0.0075098,0.03473
22,0.42592,0.0092373,0.04662
23,0.54916,0.011442,0.06151
24,0.69513,0.014252,0.079688
25,0.86608,0.017756,0.10173
26,1.0633,0.022206,0.12803
27,1.288,0.027699,0.15885
28,1.5421,0.03453,0.19485
29,1.8266,0.042903,0.23628
30,2.1422,0.053048,0.28347
31,2.4899,0.065368,0.33694
32,2.87,0.079989,0.39675
33,3.2825,0.097449,0.46329
34,3.7276,0.11783,0.53659
35,4.2038,0.14177,0.61678
36,4.711,0.16934,0.70382
37,5.2468,0.20114,0.79762
38,5.8109,0.23729,0.89807
39,6.4006,0.2783,1.0049
40,7.015,0.32433,1.118
41,7.6518,0.37576,1.237
42,8.3095,0.43281,1.3615
43,8.9859,0.49573,1.4914
44,9.6795,0.56472,1.626
45,10.388,0.63995,1.7651
46,11.11,0.72158,1.9082
47,11.842,0.8097,2.055
48,12.583,0.9044,2.2047
49,13.331,1.0057,2.3573
50,14.085,1.1137,2.512
51,14.841,1.2283,2.6684
52,15.599,1.3495,2.8263
53,16.358,1.4772,2.985
54,17.114,1.6114,3.1441
55,17.867,1.7519,3.3033
56,18.615,1.8986,3.462
57,19.358,2.0514,3.6201
58,20.093,2.2101,3.777
59,20.819,2.3746,3.9325
60,21.536,2.5446,4.0863
61,22.243,2.7201,4.2381
62,22.938,2.9008,4.3877
63,23.623,3.0865,4.5349
64,24.296,3.2771,4.6796
65,24.957,3.4724,4.8217
66,25.607,3.6721,4.9611
67,26.246,3.876,5.0979
68,26.875,4.0841,5.232
69,27.492,4.296,5.3634
70,28.098,4.5116,5.492
71,28.695,4.7307,5.618
72,29.281,4.9532,5.7413
73,29.857,5.1788,5.8618
74,30.423,5.4073,5.9798
75,30.979,5.6386,6.095
76,31.526,5.8726,6.2077
77,32.064,6.109,6.3177
78,32.592,6.3476,6.4252
79,33.111,6.5884,6.5301
80,33.621,6.8311,6.6324
81,34.122,7.0756,6.7323
82,34.615,7.3218,6.8297
83,35.099,7.5694,6.9247
84,35.574,7.8183,7.0173
85,36.042,8.0684,7.1075
86,36.501,8.3196,7.1954
87,36.952,8.5716,7.281
88,37.396,8.8244,7.3644
89,37.832,9.0777,7.4455
90,38.26,9.3316,7.5245
91,38.681,9.5858,7.6013
92,39.095,9.8403,7.676
93,39.502,10.095,7.7487
94,39.902,10.349,7.8194
95,40.296,10.603,7.8881
96,40.682,10.858,7.9548
97,41.063,11.111,8.0197
98,41.437,11.364,8.0827
99,41.805,11.617,8.144
100,42.168,11.869,8.2034
101,42.524,12.12,8.2612
102,42.875,12.37,8.3173
103,43.221,12.619,8.3717
104,43.561,12.867,8.4245
105,43.897,13.114,8.4758
106,44.227,13.36,8.5255
107,44.552,13.604,8.5738
108,44.873,13.847,8.6206
109,45.189,14.089,8.6661
110,45.501,14.329,8.7101
111,45.809,14.567,8.7529
112,46.112,14.804,8.7943
113,46.411,15.039,8.8345
114,46.707,15.273,8.8735
115,46.999,15.504,8.9112
116,47.287,15.734,8.9479
117,47.571,15.962,8.9834
118,47.853,16.189,9.0178
119,48.13,16.413,9.0511
120,48.405,16.636,9.0835
