0,0.00025959,0.00025959,0.00025959
1,0.0002599,0.00025983,0.00025962
2,0.00026158,0.0002608,0.00025999
3,0.0002667,0.00026304,0.00026135
4,0.00028055,0.00026735,0.00026515
5,0.00031651,0.00027446,0.00027454
6,0.00041538,0.00028609,0.00029765
7,0.00066577,0.00030321,0.00035125
8,0.0012618,0.00032925,0.00046724
9,0.0025347,0.00036623,0.0007024
10,0.0050716,0.00041781,0.0011578
11,0.0092842,0.00048861,0.0019063
12,0.016203,0.0005846,0.0031865
13,0.026084,0.00071472,0.0050896
14,0.040212,0.00088361,0.0077646
15,0.058412,0.0011073,0.011501
16,0.081258,0.0014179,0.016314
17,0.10891,0.0018232,0.022328
18,0.14136,0.0023464,0.029609
19,0.17848,0.0030139,0.03819
20,0.22019,0.0038563,0.048067
21,0.2661,0.0050516,0.059248
22,0.31596,0.0064492,0.071778
23,0.36864,0.0081902,0.085301
24,0.42439,0.010466,0.099536
25,0.4836,0.013025,0.11504
26,0.54472,0.016431,0.131
27,0.60765,0.020373,0.14745
28,0.67307,0.024942,0.1644
29,0.73991,0.03066,0.18145
30,0.80754,0.036927,0.1986
31,0.87467,0.044517,0.21553
32,0.94163,0.052639,0.23241
33,1.005,0.061996,0.24861
34,1.0677,0.072066,0.26473
35,1.1244,0.083139,0.27973
36,1.1803,0.095055,0.29455
37,1.2297,0.10772,0.30812
38,1.2778,0.12127,0.32131
39,1.32,0.13532,0.33327
40,1.3598,0.15018,0.34465
41,1.3942,0.1653,0.35489
42,1.4257,0.18104,0.36435
43,1.4521,0.19686,0.37285
44,1.4753,0.21299,0.38043
45,1.4947,0.22911,0.38722
46,1.5084,0.24513,0.39298
47,1.5192,0.26108,0.39813
48,1.5269,0.27662,0.40219
49,1.5298,0.29193,0.40582
50,1.5296,0.30665,0.40846
51,1.5262,0.32113,0.41051
52,1.5203,0.33479,0.41191
53,1.5108,0.34776,0.41266
54,1.4987,0.36002,0.41276
55,1.4839,0.37149,0.41231
56,1.4666,0.38215,0.4113
57,1.4473,0.39197,0.40985
58,1.4261,0.40092,0.40794
59,1.403,0.40892,0.4056
60,1.3786,0.41632,0.40287
61,1.354,0.42327,0.39963
62,1.3294,0.42971,0.39621
63,1.3056,0.43599,0.39239
64,1.2823,0.44211,0.38827
65,1.2599,0.44795,0.38395
66,1.238,0.45362,0.37921
67,1.2166,0.45912,0.37435
68,1.1957,0.46426,0.36921
69,1.1752,0.46924,0.36385
70,1.155,0.47394,0.35838
71,1.1352,0.47835,0.35263
72,1.1157,0.48261,0.34679
73,1.0966,0.48651,0.34079
74,1.0778,0.49019,0.33468
75,1.0591,0.49368,0.32849
76,1.041,0.49681,0.32217
77,1.023,0.4998,0.31582
78,1.0053,0.50244,0.30939
79,0.98788,0.50488,0.30293
80,0.97066,0.5071,0.29645
81,0.9539,0.50898,0.28996
82,0.93731,0.51074,0.28347
83,0.92104,0.51212,0.27701
84,0.9051,0.51332,0.27055
85,0.88933,0.51424,0.26417
86,0.87412,0.515,0.25778
87,0.85892,0.51543,0.25151
88,0.84431,0.51574,0.24524
89,0.82976,0.51569,0.2391
90,0.81576,0.51556,0.23299
91,0.80187,0.51505,0.227
92,0.7885,0.5145,0.22107
93,0.77528,0.51355,0.21525
94,0.76254,0.51259,0.20952
95,0.75,0.51122,0.20389
96,0.73788,0.50986,0.19836
97,0.72601,0.50812,0.19293
98,0.71451,0.50637,0.18762
99,0.70329,0.50432,0.18239
100,0.69241,0.50219,0.17731
101,0.68184,0.49983,0.17228
102,0.67152,0.49735,0.16743
103,0.66152,0.49473,0.16261
104,0.65189,0.49194,0.15796
105,0.64241,0.48909,0.1534
106,0.63333,0.48603,0.14893
107,0.62451,0.48291,0.14462
108,0.61594,0.47965,0.14037
109,0.60761,0.47631,0.13624
110,0.59957,0.47289,0.13223
111,0.59179,0.46933,0.12828
112,0.58423,0.46573,0.12449
113,0.57689,0.46208,0.12077
114,0.5698,0.45832,0.11714
115,0.56293,0.45456,0.11363
116,0.55619,0.45071,0.11018
117,0.54977,0.44683,0.10688
118,0.54347,0.44289,0.10362
119,0.53736,0.43894,0.10048
120,0.53141,0.43496,0.097399
