0,0.00012027,0.00014427,0.00012023
1,0.00024056,0.00028855,0.00024047
2,0.00036135,0.00043282,0.00036075
3,0.00048872,0.00057709,0.0004811
4,0.00070107,0.00072137,0.00060157
5,0.0014881,0.00086564,0.00072224
6,0.0040527,0.0010099,0.00084315
7,0.010162,0.0011542,0.00096442
8,0.021778,0.0012985,0.0010861
9,0.040744,0.0014428,0.0012085
10,0.068821,0.0015872,0.0013314
11,0.10744,0.0017316,0.0014551
12,0.15794,0.0018763,0.0015795
13,0.22139,0.0020213,0.0017049
14,0.2987,0.0021669,0.0018314
15,0.39054,0.0023135,0.001959
16,0.49758,0.0024618,0.0020879
17,0.62027,0.0026128,0.0022182
18,0.75898,0.0027684,0.0023501
19,0.91402,0.0029313,0.0024835
20,1.0856,0.0031059,0.0026186
21,1.2741,0.0032985,0.0027558
22,1.4794,0.0035189,0.002895
23,1.7019,0.0037814,0.0030361
24,1.9416,0.0041065,0.0031796
25,2.1985,0.0045234,0.0033256
26,2.473,0.0050794,0.0034742
27,2.7651,0.0058275,0.0036252
28,3.0748,0.006836,0.0037792
29,3.4025,0.0081902,0.0039362
30,3.7482,0.010044,0.0040963
31,4.1121,0.01255,0.0042593
32,4.4943,0.015884,0.0044257
33,4.8945,0.020271,0.0045955
34,5.3127,0.026005,0.0047686
35,5.7485,0.033365,0.004945
36,6.2013,0.042623,0.0051246
37,6.6707,0.054292,0.0053075
38,7.156,0.068558,0.0054934
39,7.6565,0.086119,0.0056821
40,8.1714,0.10724,0.0058736
41,8.6998,0.13246,0.0060674
42,9.2408,0.16228,0.0062634
43,9.7936,0.19702,0.0064615
44,10.357,0.23755,0.006661
45,10.93,0.28399,0.0068621
46,11.512,0.33677,0.0070642
47,12.102,0.39654,0.0072669
48,12.699,0.4633,0.0074703
49,13.301,0.53787,0.0076742
50,13.908,0.62034,0.0078779
51,14.518,0.711,0.0080813
52,15.131,0.81027,0.0082842
53,15.747,0.91814,0.0084867
54,16.363,1.0351,0.0086879
55,16.978,1.161,0.0088878
56,17.593,1.2962,0.0090864
57,18.207,1.4407,0.0092835
58,18.818,1.5946,0.0094786
59,19.425,1.7578,0.0096716
60,20.029,1.9304,0.0098626
61,20.628,2.1124,0.010051
62,21.222,2.3036,0.010238
63,21.811,2.504,0.010421
64,22.395,2.7134,0.010603
65,22.972,2.9318,0.010781
66,23.543,3.1592,0.010958
67,24.109,3.395,0.011131
68,24.668,3.6393,0.011302
69,25.221,3.892,0.011471
70,25.769,4.1529,0.011637
71,26.31,4.4215,0.0118
72,26.846,4.6978,0.011962
73,27.377,4.9817,0.012121
74,27.902,5.2729,0.012278
75,28.422,5.5708,0.012433
76,28.937,5.8756,0.012586
77,29.447,6.1872,0.012738
78,29.953,6.505,0.012887
79,30.454,6.8288,0.013035
80,30.952,7.1585,0.013181
81,31.445,7.4941,0.013326
82,31.934,7.8347,0.013469
83,32.42,8.1801,0.013611
84,32.902,8.5303,0.013752
85,33.382,8.8853,0.013891
86,33.858,9.245,0.01403
87,34.331,9.6096,0.014167
88,34.801,9.9782,0.014303
89,35.269,10.35,0.014438
90,35.734,10.726,0.014573
91,36.197,11.105,0.014706
92,36.658,11.488,0.014839
93,37.117,11.874,0.01497
94,37.573,12.264,0.015101
95,38.028,12.655,0.015232
