0,0.00020478,0.00020467,3.8086e-06
1,0.00040957,0.00040933,7.6172e-06
2,0.0006146,0.000614,1.1426e-05
3,0.00082271,0.00081866,1.5234e-05
4,0.0010682,0.0010233,1.9043e-05
5,0.0015305,0.001228,2.2852e-05
6,0.0026206,0.0014327,2.666e-05
7,0.0048839,0.0016373,3.0469e-05
8,0.0089537,0.001842,3.4277e-05
9,0.015483,0.0020467,3.8086e-05
10,0.025055,0.0022515,4.1895e-05
11,0.038313,0.0024563,4.5704e-05
12,0.055768,0.0026612,4.9514e-05
13,0.078,0.0028664,5.3326e-05
14,0.10545,0.0030719,5.7141e-05
15,0.13861,0.0032781,6.0961e-05
16,0.17789,0.0034855,6.4791e-05
17,0.22371,0.0036948,6.8637e-05
18,0.27642,0.0039071,7.2515e-05
19,0.33639,0.0041241,7.6454e-05
20,0.40397,0.0043491,8.0489e-05
21,0.47949,0.0045865,8.4691e-05
22,0.56324,0.0048428,8.9169e-05
23,0.65552,0.0051279,9.4107e-05
24,0.75663,0.0054558,9.9837e-05
25,0.86685,0.0058465,0.00010684
26,0.98649,0.0063344,0.00011584
27,1.1158,0.0069566,0.00012789
28,1.255,0.0077584,0.00014463
29,1.4044,0.0087976,0.00016776
30,1.5644,0.01018,0.00020081
31,1.7351,0.012001,0.00024827
32,1.9168,0.014369,0.00031529
33,2.1097,0.017407,0.00040798
34,2.314,0.021366,0.00053701
35,2.5297,0.026328,0.00071529
36,2.7569,0.032559,0.00095628
37,2.9956,0.04024,0.001276
38,3.2458,0.04959,0.0017036
39,3.5074,0.060898,0.0022573
40,3.7804,0.074308,0.002968
41,4.0645,0.09022,0.0038747
42,4.3596,0.10873,0.0050013
43,4.6654,0.13025,0.0064141
44,4.9819,0.15492,0.0081333
45,5.3086,0.18306,0.01024
46,5.6452,0.21482,0.01277
47,5.9916,0.2505,0.01579
48,6.3472,0.29026,0.019366
49,6.7118,0.33434,0.023546
50,7.0849,0.38291,0.028431
51,7.4662,0.43616,0.034042
52,7.8553,0.49426,0.040508
53,8.2517,0.55734,0.047848
54,8.6549,0.62559,0.056175
55,9.0648,0.69915,0.065525
56,9.4805,0.77803,0.075988
57,9.902,0.8623,0.087617
58,10.329,0.95216,0.10048
59,10.76,1.0476,0.11463
60,11.196,1.1486,0.13013
61,11.635,1.2554,0.14705
62,12.078,1.3679,0.16543
63,12.525,1.4862,0.18527
64,12.974,1.6102,0.20663
65,13.425,1.7399,0.22955
66,13.879,1.8755,0.25403
67,14.334,2.0167,0.2801
68,14.792,2.1637,0.30777
69,15.251,2.3163,0.33706
70,15.711,2.4746,0.36796
71,16.172,2.6386,0.40045
72,16.634,2.8081,0.43453
73,17.097,2.9831,0.4702
74,17.56,3.1635,0.50739
75,18.024,3.3493,0.5461
76,18.488,3.5404,0.58633
77,18.952,3.7368,0.62794
78,19.417,3.9383,0.67094
79,19.882,4.1448,0.71532
80,20.346,4.3563,0.761
81,20.811,4.5727,0.80786
82,21.275,4.794,0.85591
83,21.739,5.0201,0.90514
84,22.203,5.2508,0.95536
85,22.667,5.4861,1.0065
86,23.13,5.7259,1.0587
87,23.593,5.9703,1.1117
88,24.055,6.2189,1.1654
89,24.517,6.4717,1.2198
90,24.978,6.7286,1.275
91,25.439,6.9897,1.3307
92,25.9,7.2547,1.3868
93,26.359,7.5236,1.4434
94,26.819,7.7962,1.5005
95,27.277,8.0726,1.5578
96,27.736,8.3527,1.6153
97,28.193,8.6363,1.6731
98,28.65,8.9232,1.731
99,29.106,9.2135,1.789
100,29.562,9.5072,1.847
101,30.017,9.8041,1.9051
102,30.472,10.104,1.9631
103,30.926,10.407,2.0209
104,31.379,10.712,2.0786
105,31.832,11.021,2.1362
106,32.284,11.332,2.1936
107,32.736,11.647,2.2507
108,33.187,11.964,2.3075
109,33.638,12.283,2.3641
110,34.087,12.605,2.4203
111,34.537,12.929,2.4762
112,34.986,13.256,2.5318
113,35.434,13.585,2.5869
114,35.882,13.916,2.6417
115,36.329,14.249,2.6961
116,36.776,14.585,2.75
117,37.222,14.922,2.8036
118,37.668,15.262,2.8567
119,38.114,15.603,2.9093
120,38.558,15.947,2.9616
121,39.003,16.292,3.0134
122,39.447,16.638,3.0647
123,39.89,16.987,3.1157
124,40.334,17.337,3.1662
125,40.776,17.688,3.2162
126,41.219,18.041,3.2659
127,41.66,18.396,3.3151
128,42.102,18.752,3.3639
129,42.543,19.109,3.4124
130,42.984,19.467,3.4605
131,43.424,19.827,3.5082
132,43.864,20.188,3.5555
133,44.304,20.549,3.6025
134,44.743,20.912,3.6492
135,45.182,21.276,3.6955
136,45.621,21.641,3.7416
137,46.059,22.007,3.7874
138,46.497,22.374,3.8329
139,46.935,22.742,3.8782
140,47.373,23.11,3.9233
