79.282,101.22,127.76,158.48,193.11,231.5,273.57,319.24,368.48,421.27,477.58,537.42,600.78,667.65,738.03,811.93,889.35,970.28,1054.7,1142.7,1234.2
25.663,33.267,43.775,56.765,71.982,89.272,108.54,129.72,152.78,177.69,204.44,233.02,263.42,295.65,329.7,365.57,403.27,442.8,484.15,527.33,572.35
10.556,13.656,19.068,26.369,35.305,45.722,57.522,70.646,85.054,100.72,117.64,135.79,155.18,175.8,197.64,220.72,245.03,270.58,297.36,325.38,354.64
5.16,6.41,9.698,14.601,20.865,28.335,36.915,46.545,57.185,68.812,81.411,94.973,109.49,124.97,141.41,158.8,177.15,196.46,216.73,237.97,260.17
3.2573,3.6294,5.8907,9.6178,14.557,20.554,27.512,35.37,44.09,53.648,64.029,75.225,87.23,100.04,113.66,128.09,143.33,159.38,176.24,193.92,212.42
3.0126,2.9317,4.6503,7.7448,11.962,17.147,23.203,30.069,37.707,46.094,55.214,65.059,75.624,86.907,98.907,111.63,125.06,139.22,154.11,169.72,186.05
3.7803,3.4548,4.8705,7.6039,11.402,16.109,21.629,27.901,34.887,42.563,50.914,59.931,69.611,79.95,90.948,102.61,114.93,127.91,141.56,155.87,170.86
5.3088,4.8495,6.0915,8.6111,12.155,16.569,21.755,27.654,34.226,41.449,49.306,57.791,66.897,76.623,86.968,97.933,109.52,121.73,134.57,148.03,162.12
7.4958,6.965,8.1068,10.498,13.885,18.112,23.084,28.74,35.041,41.963,49.492,57.619,66.339,75.651,85.553,96.047,107.13,118.81,131.09,143.97,157.45
10.3,9.7341,10.82,13.133,16.422,20.53,25.361,30.855,36.973,43.691,50.994,58.875,67.328,76.35,85.943,96.105,106.84,118.15,130.03,142.49,155.53
13.707,13.128,14.184,16.453,19.68,23.71,28.448,33.832,39.825,46.401,53.547,61.254,69.516,78.333,87.703,97.628,108.11,119.15,130.74,142.9,155.62
17.713,17.134,18.179,20.423,23.613,27.594,32.269,37.579,43.484,49.961,56.995,64.576,72.702,81.369,90.577,100.33,110.62,121.46,132.84,144.78,157.26
22.321,21.751,22.795,25.027,28.196,32.146,36.781,42.04,47.884,54.29,61.243,68.735,76.76,85.316,94.404,104.02,114.18,124.86,136.09,147.85,160.16
27.536,26.98,28.029,30.259,33.418,37.35,41.958,47.183,52.985,59.341,66.235,73.66,81.611,90.085,99.083,108.6,118.65,129.22,140.33,151.96,164.13
33.361,32.822,33.882,36.116,39.272,43.194,47.787,52.989,58.762,65.082,71.935,79.311,87.206,95.619,104.55,113.99,123.96,134.44,145.45,156.98,169.04
39.803,39.283,40.355,42.597,45.756,49.675,54.259,59.447,65.2,71.496,78.318,85.658,93.513,101.88,110.76,120.14,130.05,140.46,151.4,162.85,174.82
46.867,46.366,47.453,49.705,52.869,56.79,61.37,66.55,72.291,78.569,85.37,92.685,100.51,108.84,117.68,127.02,136.87,147.24,158.11,169.5,181.41
54.555,54.074,55.177,57.441,60.613,64.538,69.119,74.295,80.029,86.296,93.082,100.38,108.18,116.48,125.29,134.6,144.41,154.73,165.56,176.91,188.76
62.873,62.411,63.53,65.807,68.989,72.92,77.504,82.681,88.411,94.671,101.45,108.73,116.51,124.8,133.58,142.86,152.65,162.94,173.73,185.03,196.84
71.822,71.38,72.516,74.806,77.999,81.938,86.527,91.706,97.436,103.69,110.46,117.74,125.51,133.78,142.54,151.81,161.57,171.83,182.59,193.86,205.64
81.408,80.984,82.136,84.441,87.644,91.592,96.188,101.37,107.1,113.36,120.12,127.39,135.16,143.41,152.17,161.41,171.16,181.4,192.14,203.39,215.13
