23.8,38.74,5.5847,35.578,18.307,2.7953,17.102
23.9,39.154,5.6706,35.964,18.506,2.8403,17.287
24,39.57,5.7573,36.354,18.706,2.8857,17.473
24.1,39.99,5.845,36.746,18.908,2.9315,17.66
24.2,40.413,5.9334,37.141,19.111,2.9776,17.848
24.3,40.84,6.0228,37.538,19.315,3.0241,18.037
24.4,41.27,6.113,37.939,19.521,3.071,18.228
24.5,41.703,6.204,38.342,19.728,3.1183,18.419
24.6,42.139,6.2959,38.748,19.936,3.1659,18.612
24.7,42.579,6.3886,39.156,20.145,3.2139,18.805
24.8,43.021,6.4822,39.569,20.356,3.2622,19
24.9,43.467,6.5766,39.984,20.568,3.3108,19.196
25,43.916,6.6718,40.403,20.781,3.3598,19.393
25.1,44.368,6.7679,40.824,20.995,3.4092,19.591
25.2,44.823,6.8649,41.248,21.211,3.4589,19.79
25.3,45.281,6.9626,41.674,21.428,3.5089,19.99
25.4,45.742,7.0612,42.104,21.645,3.5592,20.191
25.5,46.207,7.1607,42.536,21.864,3.6099,20.394
25.6,46.675,7.2609,42.971,22.085,3.6609,20.597
25.7,47.145,7.362,43.409,22.306,3.7122,20.801
25.8,47.619,7.464,43.85,22.529,3.7639,21.006
25.9,48.096,7.5667,44.293,22.752,3.8159,21.213
26,48.576,7.6703,44.739,22.977,3.8681,21.42
26.1,49.059,7.7746,45.188,23.203,3.9207,21.629
26.2,49.546,7.8798,45.64,23.43,3.9736,21.838
26.3,50.035,7.9859,46.094,23.658,4.0269,22.049
26.4,50.528,8.0927,46.551,23.887,4.0804,22.26
26.5,51.023,8.2004,47.011,24.117,4.1343,22.473
26.6,51.522,8.3088,47.473,24.348,4.1885,22.686
26.7,52.023,8.4181,47.939,24.581,4.243,22.901
26.8,52.528,8.5282,48.407,24.814,4.2978,23.116
26.9,53.036,8.6391,48.877,25.048,4.3529,23.332
27,53.547,8.7507,49.35,25.283,4.4083,23.55
27.1,54.06,8.8632,49.826,25.52,4.464,23.768
27.2,54.577,8.9765,50.305,25.757,4.52,23.987
27.3,55.097,9.0906,50.786,25.996,4.5763,24.207
27.4,55.62,9.2055,51.27,26.236,4.6329,24.428
27.5,56.146,9.3212,51.757,26.476,4.6898,24.649
27.6,56.675,9.4377,52.246,26.718,4.7469,24.872
27.7,57.207,9.555,52.738,26.961,4.8044,25.096
27.8,57.741,9.673,53.232,27.204,4.8621,25.32
27.9,58.279,9.7919,53.729,27.449,4.9201,25.545
28,58.82,9.9115,54.229,27.695,4.9783,25.772
28.1,59.364,10.032,54.731,27.941,5.0369,25.999
28.2,59.911,10.153,55.236,28.189,5.0957,26.226
28.3,60.46,10.275,55.738,28.437,5.1548,26.455
28.4,61.013,10.398,56.241,28.686,5.2141,26.685
28.5,61.569,10.522,56.747,28.936,5.2737,26.915
28.6,62.127,10.646,57.255,29.187,5.333,27.146
28.7,62.688,10.771,57.764,29.439,5.3926,27.378
28.8,63.253,10.897,58.276,29.692,5.4523,27.611
28.9,63.82,11.024,58.789,29.946,5.5122,27.844
29,64.39,11.151,59.304,30.201,5.5722,28.079
29.1,64.963,11.28,59.82,30.456,5.6324,28.314
29.2,65.539,11.409,60.338,30.712,5.6928,28.55
29.3,66.118,11.538,60.858,30.97,5.7532,28.786
29.4,66.7,11.669,61.38,31.228,5.8139,29.023
29.5,67.281,11.8,61.903,31.486,5.8746,29.262
29.6,67.861,11.932,62.427,31.746,5.9355,29.5
29.7,68.443,12.063,62.954,32.006,5.9964,29.74
29.8,69.026,12.195,63.481,32.268,6.0575,29.98
29.9,69.61,12.327,64.01,32.53,6.1186,30.215
30,70.195,12.459,64.541,32.792,6.1799,30.45
30.1,70.782,12.592,65.073,33.053,6.2412,30.685
30.2,71.369,12.725,65.606,33.311,6.3026,30.918
30.3,71.957,12.859,66.141,33.569,6.364,31.15
30.4,72.546,12.993,66.677,33.826,6.4255,31.381
30.5,73.135,13.127,67.214,34.081,6.487,31.611
30.6,73.726,13.262,67.752,34.335,6.5485,31.84
30.7,74.316,13.397,68.292,34.587,6.6101,32.067
30.8,74.907,13.532,68.822,34.838,6.6716,32.292
30.9,75.495,13.667,69.351,35.088,6.7332,32.516
31,76.082,13.803,69.879,35.335,6.7946,32.738
31.1,76.669,13.939,70.407,35.582,6.8558,32.958
31.2,77.255,14.075,70.933,35.826,6.917,33.176
31.3,77.839,14.211,71.459,36.069,6.978,33.391
31.4,78.423,14.347,71.983,36.31,7.039,33.605
31.5,79.006,14.484,72.506,36.548,7.0998,33.816
31.6,79.587,14.62,73.028,36.784,7.1605,34.024
31.7,80.166,14.757,73.548,37.018,7.2211,34.23
31.8,80.744,14.893,74.067,37.249,7.2815,34.433
31.9,81.32,15.03,74.584,37.478,7.3418,34.633
32,81.893,15.166,75.099,37.705,7.4019,34.83
32.1,82.465,15.303,75.613,37.931,7.4617,35.028
32.2,83.036,15.439,76.124,38.156,7.5214,35.223
32.3,83.608,15.576,76.634,38.378,7.5808,35.416
32.4,84.178,15.712,77.141,38.599,7.64,35.606
32.5,84.747,15.848,77.645,38.817,7.6989,35.794
32.6,85.314,15.985,78.147,39.033,7.7576,35.98
32.7,85.879,16.121,78.647,39.247,7.816,36.163
32.8,86.442,16.256,79.148,39.458,7.874,36.343
32.9,87.004,16.392,79.648,39.668,7.9317,36.521
33,87.563,16.529,80.146,39.877,7.9891,36.696
33.1,88.12,16.665,80.642,40.084,8.0462,36.868
33.2,88.675,16.802,81.135,40.289,8.1029,37.04
33.3,89.227,16.939,81.626,40.492,8.1592,37.21
33.4,89.777,17.075,82.115,40.694,8.2152,37.378
33.5,90.325,17.211,82.601,40.894,8.2721,37.544
33.6,90.873,17.348,83.084,41.092,8.3289,37.707
33.7,91.421,17.484,83.565,41.289,8.3854,37.869
33.8,91.968,17.62,84.043,41.484,8.4417,38.028
33.9,92.512,17.756,84.518,41.677,8.4977,38.186
34,93.055,17.892,84.99,41.869,8.5535,38.341
34.1,93.596,18.028,85.46,42.059,8.609,38.494
34.2,94.135,18.163,85.926,42.248,8.6643,38.646
34.3,94.673,18.299,86.389,42.435,8.7193,38.795
34.4,95.209,18.434,86.849,42.621,8.774,38.943
34.5,95.743,18.569,87.306,42.805,8.8284,39.089
34.6,96.276,18.705,87.759,42.988,8.8826,39.233
34.7,96.806,18.841,88.209,43.169,8.9365,39.375
34.8,97.335,18.976,88.662,43.349,8.9901,39.516
34.9,97.862,19.112,89.114,43.527,9.0433,39.655
35,98.389,19.248,89.564,43.703,9.0963,39.792
35.1,98.915,19.383,90.011,43.877,9.149,39.927
35.2,99.439,19.519,90.456,44.05,9.2013,40.061
35.3,99.961,19.655,90.899,44.221,9.2533,40.193
35.4,100.48,19.79,91.339,44.391,9.305,40.323
35.5,101,19.926,91.776,44.56,9.3563,40.451
35.6,101.52,20.061,92.212,44.727,9.4078,40.577
35.7,102.04,20.196,92.644,44.893,9.4595,40.701
35.8,102.55,20.332,93.074,45.058,9.511,40.824
35.9,103.07,20.467,93.502,45.221,9.5623,40.946
36,103.58,20.602,93.927,45.383,9.6133,41.065
36.1,104.09,20.738,94.349,45.543,9.6642,41.183
36.2,104.6,20.873,94.769,45.702,9.7148,41.3
36.3,105.11,21.008,95.186,45.86,9.7652,41.414
36.4,105.62,21.144,95.601,46.017,9.8154,41.528
36.5,106.12,21.28,96.013,46.172,9.8654,41.639
36.6,106.63,21.415,96.422,46.327,9.9151,41.75
36.7,107.13,21.551,96.828,46.48,9.9647,41.858
36.8,107.64,21.686,97.235,46.632,10.014,41.966
36.9,108.14,21.822,97.641,46.782,10.063,42.071
37,108.64,21.958,98.044,46.932,10.112,42.176
37.1,109.14,22.093,98.445,47.08,10.161,42.279
37.2,109.64,22.229,98.844,47.228,10.209,42.38
37.3,110.13,22.364,99.241,47.374,10.257,42.48
37.4,110.63,22.5,99.636,47.518,10.306,42.579
37.5,111.12,22.635,100.03,47.661,10.353,42.676
37.6,111.61,22.771,100.42,47.802,10.401,42.771
37.7,112.1,22.906,100.81,47.943,10.448,42.864
37.8,112.59,23.042,101.19,48.081,10.496,42.956
37.9,113.08,23.177,101.58,48.219,10.543,43.047
38,113.57,23.313,101.96,48.356,10.59,43.136
38.1,114.05,23.448,102.34,48.491,10.637,43.224
38.2,114.53,23.584,102.72,48.626,10.684,43.311
38.3,115.02,23.719,103.1,48.759,10.731,43.396
38.4,115.5,23.855,103.47,48.891,10.778,43.48
38.5,115.98,23.99,103.84,49.022,10.824,43.562
38.6,116.46,24.126,104.21,49.152,10.87,43.644
38.7,116.93,24.261,104.58,49.281,10.916,43.723
38.8,117.41,24.396,104.95,49.408,10.962,43.802
38.9,117.88,24.532,105.31,49.535,11.008,43.879
39,118.36,24.667,105.67,49.661,11.054,43.955
39.1,118.83,24.803,106.03,49.785,11.099,44.03
39.2,119.3,24.938,106.39,49.909,11.145,44.103
39.3,119.77,25.073,106.75,50.031,11.19,44.175
39.4,120.24,25.209,107.11,50.153,11.235,44.246
39.5,120.7,25.344,107.46,50.273,11.28,44.316
39.6,121.17,25.479,107.81,50.393,11.325,44.384
39.7,121.63,25.615,108.16,50.511,11.37,44.45
39.8,122.1,25.75,108.51,50.629,11.415,44.516
39.9,122.56,25.885,108.85,50.745,11.459,44.58
40,123.02,26.021,109.2,50.86,11.503,44.643
40.1,123.48,26.156,109.54,50.974,11.548,44.704
40.2,123.94,26.292,109.88,51.087,11.592,44.765
40.3,124.4,26.427,110.22,51.199,11.635,44.824
40.4,124.85,26.562,110.55,51.31,11.679,44.882
40.5,125.31,26.698,110.89,51.419,11.723,44.939
40.6,125.76,26.833,111.22,51.528,11.767,44.995
40.7,126.21,26.969,111.55,51.636,11.81,45.049
40.8,126.66,27.104,111.88,51.743,11.853,45.103
40.9,127.11,27.24,112.21,51.849,11.897,45.155
41,127.56,27.375,112.53,51.954,11.94,45.206
41.1,128.01,27.51,112.85,52.058,11.983,45.256
41.2,128.45,27.646,113.17,52.161,12.026,45.304
41.3,128.9,27.781,113.49,52.263,12.068,45.352
41.4,129.34,27.917,113.8,52.364,12.111,45.398
41.5,129.78,28.052,114.12,52.464,12.154,45.444
41.6,130.22,28.187,114.43,52.564,12.196,45.488
41.7,130.66,28.323,114.74,52.662,12.239,45.531
41.8,131.1,28.458,115.05,52.76,12.281,45.573
41.9,131.53,28.594,115.35,52.857,12.323,45.614
42,131.97,28.729,115.66,52.952,12.365,45.653
42.1,132.4,28.864,115.96,53.047,12.407,45.692
42.2,132.84,29,116.26,53.141,12.449,45.73
42.3,133.27,29.135,116.56,53.235,12.49,45.766
42.4,133.7,29.271,116.86,53.327,12.532,45.802
42.5,134.13,29.406,117.16,53.418,12.573,45.836
42.6,134.56,29.541,117.45,53.509,12.615,45.869
42.7,134.99,29.677,117.74,53.598,12.656,45.902
42.8,135.41,29.812,118.03,53.687,12.697,45.933
42.9,135.84,29.947,118.32,53.775,12.738,45.963
43,136.26,30.083,118.61,53.862,12.779,45.992
43.1,136.68,30.218,118.89,53.948,12.82,46.021
43.2,137.11,30.354,119.18,54.033,12.861,46.048
43.3,137.53,30.489,119.46,54.117,12.901,46.074
43.4,137.94,30.624,119.74,54.201,12.942,46.099
43.5,138.36,30.76,120.02,54.284,12.982,46.124
43.6,138.78,30.895,120.3,54.366,13.023,46.147
43.7,139.19,31.03,120.57,54.447,13.063,46.169
43.8,139.61,31.166,120.85,54.527,13.103,46.191
43.9,140.02,31.301,121.12,54.607,13.143,46.211
44,140.43,31.436,121.39,54.686,13.183,46.23
44.1,140.84,31.572,121.66,54.764,13.223,46.249
44.2,141.25,31.707,121.92,54.841,13.263,46.266
44.3,141.66,31.843,122.19,54.917,13.303,46.283
44.4,142.07,31.978,122.45,54.993,13.342,46.299
44.5,142.47,32.113,122.72,55.068,13.381,46.313
44.6,142.88,32.249,122.98,55.142,13.421,46.327
44.7,143.28,32.384,123.24,55.216,13.46,46.34
44.8,143.68,32.52,123.49,55.288,13.499,46.352
44.9,144.08,32.655,123.75,55.36,13.538,46.364
45,144.48,32.79,124,55.432,13.577,46.374
45.1,144.88,32.926,124.26,55.502,13.616,46.383
45.2,145.28,33.061,124.51,55.572,13.655,46.392
45.3,145.68,33.196,124.76,55.641,13.693,46.4
45.4,146.07,33.332,125,55.709,13.732,46.406
45.5,146.47,33.467,125.25,55.777,13.771,46.413
45.6,146.86,33.603,125.5,55.843,13.809,46.418
45.7,147.25,33.738,125.74,55.91,13.847,46.422
45.8,147.65,33.873,125.98,55.975,13.886,46.425
45.9,148.04,34.009,126.22,56.04,13.924,46.427
46,148.42,34.144,126.46,56.104,13.962,46.428
46.1,148.81,34.279,126.69,56.167,14,46.429
46.2,149.2,34.415,126.92,56.23,14.038,46.429
