0,0.0088511,8.8511e-05,0.0061859,0.0018617,0.0092922,0.00057337
30,0.38048,0.096945,0.0084613,0.0048129,0.28296,0.042492
60,1,0.037649,0.36709,0.03044,0.73311,0.020748
120,0.47631,0.037551,0.24168,0.0095396,0.41087,0.018551
