0,0.024732
0.1,0.024781
0.2,0.024884
0.3,0.025041
0.4,0.025257
0.5,0.025531
0.6,0.025861
0.7,0.026247
0.8,0.02669
0.9,0.02719
1,0.027745
1.1,0.028355
1.2,0.029021
1.3,0.029742
1.4,0.030514
1.5,0.031341
1.6,0.032221
1.7,0.033155
1.8,0.034138
1.9,0.035174
2,0.03626
2.1,0.037396
2.2,0.038582
2.3,0.039818
2.4,0.041102
2.5,0.042434
2.6,0.043814
2.7,0.045241
2.8,0.046715
2.9,0.048235
3,0.049801
3.1,0.051412
3.2,0.053067
3.3,0.054767
3.4,0.056511
3.5,0.058298
3.6,0.060128
3.7,0.062
3.8,0.063914
3.9,0.06587
4,0.067867
4.1,0.069904
4.2,0.071982
4.3,0.074099
4.4,0.076256
4.5,0.078452
4.6,0.080687
4.7,0.082959
4.8,0.08527
4.9,0.087617
5,0.090002
5.1,0.092422
5.2,0.094879
5.3,0.097371
5.4,0.099898
5.5,0.10246
5.6,0.10506
5.7,0.10769
5.8,0.11035
5.9,0.11305
6,0.11578
6.1,0.11855
6.2,0.12135
6.3,0.12418
6.4,0.12704
6.5,0.12993
6.6,0.13285
6.7,0.13581
6.8,0.13879
6.9,0.14181
7,0.14485
7.1,0.14793
7.2,0.15103
7.3,0.15417
7.4,0.15733
7.5,0.16051
7.6,0.16373
7.7,0.16697
7.8,0.17024
7.9,0.17354
8,0.17686
8.1,0.18021
8.2,0.18359
8.3,0.18699
8.4,0.19042
8.5,0.19387
8.6,0.19735
8.7,0.20085
8.8,0.20438
8.9,0.20793
9,0.21151
9.1,0.2151
9.2,0.21873
9.3,0.22237
9.4,0.22604
9.5,0.22973
9.6,0.23345
9.7,0.23718
9.8,0.24094
9.9,0.24471
10,0.24851
10.1,0.25233
10.2,0.25617
10.3,0.26003
10.4,0.26391
10.5,0.26781
10.6,0.27173
10.7,0.27567
10.8,0.27962
10.9,0.2836
11,0.2876
11.1,0.29161
11.2,0.29565
11.3,0.2997
11.4,0.30377
11.5,0.30786
11.6,0.31197
11.7,0.31609
11.8,0.32023
11.9,0.32439
12,0.32856
12.1,0.33275
12.2,0.33696
12.3,0.34118
12.4,0.34542
12.5,0.34967
12.6,0.35394
12.7,0.35822
12.8,0.36252
12.9,0.36683
13,0.37116
13.1,0.37551
13.2,0.37986
13.3,0.38423
13.4,0.38862
13.5,0.39302
13.6,0.39743
13.7,0.40186
13.8,0.4063
13.9,0.41075
14,0.41522
14.1,0.4197
14.2,0.42419
14.3,0.42868
14.4,0.43314
14.5,0.4376
14.6,0.44205
14.7,0.44651
14.8,0.45097
14.9,0.45542
15,0.45986
15.1,0.4643
15.2,0.46874
15.3,0.47316
15.4,0.47757
15.5,0.48197
15.6,0.48636
15.7,0.49073
15.8,0.49509
15.9,0.49943
16,0.50375
16.1,0.50805
16.2,0.51235
16.3,0.51663
16.4,0.52089
16.5,0.52513
16.6,0.52935
16.7,0.53354
16.8,0.5377
16.9,0.54184
17,0.54595
17.1,0.55003
17.2,0.55408
17.3,0.55809
17.4,0.56207
17.5,0.56602
17.6,0.56992
17.7,0.57379
17.8,0.57762
17.9,0.58143
18,0.58525
18.1,0.58905
18.2,0.59283
18.3,0.59657
18.4,0.60028
18.5,0.60397
18.6,0.60763
18.7,0.61126
18.8,0.61486
18.9,0.61843
19,0.62197
19.1,0.62549
19.2,0.62897
19.3,0.63243
19.4,0.63587
19.5,0.63927
19.6,0.64265
19.7,0.646
19.8,0.64934
19.9,0.65264
20,0.65593
20.1,0.65919
20.2,0.66243
20.3,0.66565
20.4,0.66885
20.5,0.67203
20.6,0.67518
20.7,0.67832
20.8,0.68145
20.9,0.68455
21,0.68764
21.1,0.69072
21.2,0.69378
21.3,0.69683
21.4,0.69986
21.5,0.70288
21.6,0.70585
21.7,0.7088
21.8,0.71174
21.9,0.71466
22,0.71757
22.1,0.72046
22.2,0.72333
22.3,0.72619
22.4,0.72904
22.5,0.73187
22.6,0.7347
22.7,0.7375
22.8,0.7403
22.9,0.74309
23,0.74587
23.1,0.74863
23.2,0.75139
23.3,0.75413
23.4,0.75684
23.5,0.75954
23.6,0.76222
23.7,0.76489
23.8,0.76755
23.9,0.77019
24,0.77283
24.1,0.77544
24.2,0.77805
24.3,0.78064
24.4,0.78322
24.5,0.78579
24.6,0.78834
24.7,0.79089
24.8,0.79342
24.9,0.79593
25,0.79844
25.1,0.80093
25.2,0.8034
25.3,0.80586
25.4,0.8083
25.5,0.81074
25.6,0.81316
25.7,0.81557
25.8,0.81797
25.9,0.82035
26,0.82273
26.1,0.82509
26.2,0.82744
26.3,0.82978
26.4,0.8321
26.5,0.83442
26.6,0.83673
26.7,0.83902
26.8,0.8413
26.9,0.84357
27,0.84584
27.1,0.84809
27.2,0.85033
27.3,0.85255
27.4,0.85477
27.5,0.85698
27.6,0.85917
27.7,0.86136
27.8,0.86353
27.9,0.8657
28,0.86785
28.1,0.86999
28.2,0.87212
28.3,0.87425
28.4,0.87636
28.5,0.87846
28.6,0.88055
28.7,0.88264
28.8,0.88471
28.9,0.88677
29,0.88883
29.1,0.89087
29.2,0.89291
29.3,0.89493
29.4,0.89695
29.5,0.89896
29.6,0.90095
29.7,0.90294
29.8,0.90493
29.9,0.90688
30,0.90876
30.1,0.91064
30.2,0.91249
30.3,0.91432
30.4,0.91614
30.5,0.91794
30.6,0.91972
30.7,0.92148
30.8,0.92322
30.9,0.92494
31,0.92665
31.1,0.92833
31.2,0.92999
31.3,0.93163
31.4,0.93325
31.5,0.93484
31.6,0.93642
31.7,0.93798
31.8,0.93951
31.9,0.94102
