10.049,8.9614,8.26,7.8071,7.5221,7.3517,7.2614,7.2241,7.229,7.2586,7.3063,7.3688,7.4448,7.5198,7.6019,7.6855,7.7707,7.858,7.9414,8.0248,8.1068,8.1892,8.2666,8.3473,8.42,8.4962,8.5538,8.641,8.7052,8.7778
8.8718,7.7842,7.0828,6.6299,6.3449,6.1745,6.0842,6.0469,6.0518,6.0814,6.1291,6.1916,6.2676,6.3426,6.4246,6.5083,6.5935,6.6808,6.7642,6.8476,6.9296,7.012,7.0894,7.1701,7.2428,7.319,7.3766,7.4638,7.528,7.6006
7.8872,6.7997,6.0983,5.6454,5.3604,5.19,5.0996,5.0624,5.0673,5.0969,5.1445,5.2071,5.2831,5.3581,5.4401,5.5238,5.609,5.6963,5.7797,5.8631,5.9451,6.0275,6.1048,6.1856,6.2583,6.3345,6.392,6.4793,6.5435,6.6161
6.9996,5.9121,5.2107,4.7578,4.4728,4.3023,4.212,4.1748,4.1797,4.2093,4.2569,4.3194,4.3955,4.4705,4.5525,4.6362,4.7213,4.8086,4.8921,4.9755,5.0575,5.1399,5.2172,5.298,5.3706,5.4469,5.5044,5.5916,5.6559,5.7284
6.3105,5.2229,4.5215,4.0686,3.7836,3.6132,3.5229,3.4856,3.4905,3.5201,3.5678,3.6303,3.7063,3.7813,3.8634,3.947,4.0322,4.1195,4.2029,4.2863,4.3684,4.4508,4.5281,4.6088,4.6815,4.7578,4.8153,4.9025,4.9668,5.0393
5.7387,4.6512,3.9498,3.4968,3.2119,3.0414,2.9511,2.9139,2.9188,2.9483,2.996,3.0585,3.1346,3.2096,3.2916,3.3753,3.4604,3.5477,3.6312,3.7145,3.7966,3.879,3.9563,4.037,4.1097,4.186,4.2435,4.3307,4.395,4.4675
5.2157,4.1281,3.4267,2.9738,2.6888,2.5184,2.4281,2.3908,2.3957,2.4253,2.473,2.5355,2.6115,2.6865,2.7686,2.8522,2.9374,3.0247,3.1081,3.1915,3.2736,3.356,3.4333,3.514,3.5867,3.663,3.7205,3.8077,3.872,3.9445
4.8415,3.7539,3.0525,2.5996,2.3146,2.1442,2.0539,2.0166,2.0215,2.0511,2.0988,2.1613,2.2373,2.3123,2.3944,2.478,2.5632,2.6505,2.7339,2.8173,2.8994,2.9818,3.0591,3.1398,3.2125,3.2888,3.3463,3.4335,3.4978,3.5703
4.4995,3.412,2.7106,2.2576,1.9727,1.8022,1.7119,1.6747,1.6796,1.7092,1.7568,1.8193,1.8954,1.9704,2.0524,2.1361,2.2212,2.3085,2.392,2.4753,2.5574,2.6398,2.7171,2.7979,2.8705,2.9468,3.0043,3.0915,3.1558,3.2283
4.2259,3.1383,2.4369,1.984,1.699,1.5286,1.4383,1.401,1.4059,1.4355,1.4832,1.5457,1.6217,1.6967,1.7788,1.8624,1.9476,2.0349,2.1183,2.2017,2.2838,2.3662,2.4435,2.5242,2.5969,2.6732,2.7307,2.8179,2.8822,2.9547
3.997,2.9095,2.2081,1.7551,1.4702,1.2997,1.2094,1.1722,1.1771,1.2067,1.2543,1.3168,1.3929,1.4679,1.5499,1.6336,1.7187,1.806,1.8895,1.9728,2.0549,2.1373,2.2146,2.2953,2.368,2.4443,2.5018,2.589,2.6533,2.7258
3.8219,2.7344,2.033,1.5801,1.2951,1.1247,1.0343,0.99709,1.002,1.0316,1.0792,1.1418,1.2178,1.2928,1.3748,1.4585,1.5437,1.631,1.7144,1.7978,1.8798,1.9622,2.0395,2.1203,2.193,2.2692,2.3267,2.414,2.4782,2.5508
3.6874,2.5999,1.8985,1.4455,1.1606,0.99014,0.89982,0.86257,0.86746,0.89705,0.94473,1.0072,1.0833,1.1583,1.2403,1.324,1.4091,1.4964,1.5799,1.6633,1.7453,1.8277,1.905,1.9858,2.0584,2.1347,2.1922,2.2794,2.3437,2.4162
3.5908,2.5033,1.8019,1.349,1.064,0.89355,0.80323,0.76598,0.77087,0.80046,0.84814,0.91066,0.98667,1.0617,1.1437,1.2274,1.3126,1.3998,1.4833,1.5667,1.6487,1.7311,1.8084,1.8892,1.9618,2.0381,2.0956,2.1828,2.2471,2.3196
3.5201,2.4325,1.7311,1.2782,0.99326,0.82282,0.73251,0.69526,0.70015,0.72974,0.77741,0.83993,0.91595,0.99094,1.073,1.1566,1.2418,1.3291,1.4126,1.4959,1.578,1.6604,1.7377,1.8184,1.8911,1.9674,2.0249,2.1121,2.1764,2.2489
3.4743,2.3867,1.6853,1.2324,0.94742,0.77698,0.68667,0.64942,0.65431,0.6839,0.73157,0.79409,0.87011,0.94511,1.0272,1.1108,1.196,1.2833,1.3667,1.4501,1.5322,1.6145,1.6919,1.7726,1.8453,1.9216,1.9791,2.0663,2.1306,2.2031
3.4512,2.3637,1.6623,1.2093,0.92437,0.75393,0.66362,0.62637,0.63126,0.66085,0.70852,0.77104,0.84706,0.92205,1.0041,1.0877,1.1729,1.2602,1.3437,1.427,1.5091,1.5915,1.6688,1.7495,1.8222,1.8985,1.956,2.0432,2.1075,2.18
3.4492,2.3616,1.6602,1.2073,0.92232,0.75188,0.66157,0.62432,0.62921,0.6588,0.70647,0.76899,0.84501,0.92001,1.0021,1.0857,1.1709,1.2582,1.3416,1.425,1.5071,1.5894,1.6668,1.7475,1.8202,1.8965,1.954,2.0412,2.1055,2.178
3.4589,2.3714,1.67,1.217,0.93207,0.76163,0.67132,0.63407,0.63896,0.66855,0.71622,0.77874,0.85476,0.92975,1.0118,1.0955,1.1806,1.2679,1.3514,1.4347,1.5168,1.5992,1.6765,1.7572,1.8299,1.9062,1.9637,2.0509,2.1152,2.1877
3.4886,2.401,1.6996,1.2467,0.96174,0.7913,0.70099,0.66374,0.66863,0.69822,0.74589,0.80841,0.88443,0.95942,1.0415,1.1251,1.2103,1.2976,1.381,1.4644,1.5465,1.6289,1.7062,1.7869,1.8596,1.9359,1.9934,2.0806,2.1449,2.2174
3.5206,2.433,1.7316,1.2787,0.99374,0.82331,0.73299,0.69574,0.70063,0.73022,0.7779,0.84042,0.91643,0.99143,1.0735,1.1571,1.2423,1.3296,1.413,1.4964,1.5785,1.6609,1.7382,1.8189,1.8916,1.9679,2.0254,2.1126,2.1769,2.2494
3.5804,2.4928,1.7914,1.3385,1.0535,0.8831,0.79279,0.75554,0.76043,0.79002,0.83769,0.90021,0.97623,1.0512,1.1333,1.2169,1.3021,1.3894,1.4728,1.5562,1.6383,1.7207,1.798,1.8787,1.9514,2.0277,2.0852,2.1724,2.2367,2.3092
3.628,2.5404,1.8391,1.3861,1.1012,0.93072,0.84041,0.80316,0.80805,0.83764,0.88531,0.94783,1.0239,1.0988,1.1809,1.2645,1.3497,1.437,1.5205,1.6038,1.6859,1.7683,1.8456,1.9263,1.999,2.0753,2.1328,2.22,2.2843,2.3568
3.693,2.6054,1.904,1.4511,1.1661,0.99568,0.90536,0.86811,0.87301,0.9026,0.95027,1.0128,1.0888,1.1638,1.2459,1.3295,1.4147,1.502,1.5854,1.6688,1.7508,1.8332,1.9106,1.9913,2.064,2.1402,2.1978,2.285,2.3492,2.4218
3.7639,2.6763,1.9749,1.522,1.2371,1.0666,0.97631,0.93906,0.94395,0.97354,1.0212,1.0837,1.1597,1.2347,1.3168,1.4004,1.4856,1.5729,1.6564,1.7397,1.8218,1.9042,1.9815,2.0622,2.1349,2.2112,2.2687,2.3559,2.4202,2.4927
3.8458,2.7583,2.0569,1.604,1.319,1.1486,1.0583,1.021,1.0259,1.0555,1.1032,1.1657,1.2417,1.3167,1.3987,1.4824,1.5676,1.6549,1.7383,1.8217,1.9037,1.9861,2.0635,2.1442,2.2169,2.2931,2.3507,2.4379,2.5021,2.5747
3.9238,2.8362,2.1348,1.6819,1.3969,1.2265,1.1362,1.0989,1.1038,1.1334,1.1811,1.2436,1.3196,1.3946,1.4767,1.5603,1.6455,1.7328,1.8162,1.8996,1.9816,2.064,2.1414,2.2221,2.2948,2.3711,2.4286,2.5158,2.5801,2.6526
3.979,2.8915,2.1901,1.7372,1.4522,1.2817,1.1914,1.1542,1.1591,1.1887,1.2363,1.2989,1.3749,1.4499,1.5319,1.6156,1.7007,1.788,1.8715,1.9549,2.0369,2.1193,2.1966,2.2774,2.35,2.4263,2.4838,2.571,2.6353,2.7078
4.0886,3.001,2.2997,1.8467,1.5618,1.3913,1.301,1.2638,1.2686,1.2982,1.3459,1.4084,1.4844,1.5594,1.6415,1.7251,1.8103,1.8976,1.9811,2.0644,2.1465,2.2289,2.3062,2.3869,2.4596,2.5359,2.5934,2.6806,2.7449,2.8174
4.1812,3.0937,2.3923,1.9394,1.6544,1.484,1.3937,1.3564,1.3613,1.3909,1.4386,1.5011,1.5771,1.6521,1.7341,1.8178,1.903,1.9903,2.0737,2.1571,2.2391,2.3215,2.3989,2.4796,2.5523,2.6285,2.6861,2.7733,2.8375,2.9101
