Time (min),wt,mko,tko
49.7,43.999,17.214,52.163
49.8,44.041,17.26,52.144
49.9,44.083,17.306,52.126
50,44.123,17.352,52.106
50.1,44.164,17.398,52.085
50.2,44.204,17.444,52.064
50.3,44.243,17.489,52.042
50.4,44.282,17.535,52.019
50.5,44.321,17.58,51.995
50.6,44.359,17.626,51.971
50.7,44.396,17.671,51.946
50.8,44.434,17.716,51.92
50.9,44.47,17.761,51.893
51,44.507,17.806,51.866
51.1,44.543,17.851,51.838
51.2,44.578,17.896,51.809
51.3,44.613,17.941,51.779
51.4,44.648,17.985,51.749
51.5,44.682,18.03,51.718
51.6,44.716,18.075,51.686
51.7,44.75,18.119,51.654
51.8,44.783,18.163,51.621
51.9,44.815,18.207,51.587
52,44.847,18.252,51.552
52.1,44.879,18.296,51.517
52.2,44.911,18.339,51.481
52.3,44.942,18.383,51.444
52.4,44.972,18.426,51.407
52.5,45.002,18.47,51.369
52.6,45.032,18.513,51.33
52.7,45.062,18.556,51.291
52.8,45.091,18.599,51.251
52.9,45.119,18.642,51.21
53,45.148,18.685,51.169
53.1,45.176,18.728,51.127
53.2,45.203,18.771,51.085
53.3,45.23,18.813,51.041
53.4,45.257,18.856,50.998
53.5,45.284,18.898,50.953
53.6,45.31,18.941,50.908
53.7,45.335,18.983,50.862
53.8,45.361,19.025,50.816
53.9,45.386,19.067,50.769
54,45.41,19.109,50.721
54.1,45.434,19.151,50.673
54.2,45.458,19.193,50.624
54.3,45.482,19.235,50.575
54.4,45.505,19.277,50.525
54.5,45.528,19.318,50.474
54.6,45.55,19.36,50.423
54.7,45.573,19.401,50.371
54.8,45.594,19.443,50.319
54.9,45.616,19.484,50.266
55,45.637,19.525,50.212
55.1,45.658,19.567,50.158
55.2,45.678,19.608,50.104
55.3,45.698,19.649,50.048
55.4,45.718,19.69,49.993
55.5,45.738,19.731,49.936
55.6,45.757,19.772,49.879
55.7,45.775,19.813,49.822
55.8,45.794,19.853,49.764
55.9,45.812,19.894,49.705
56,45.83,19.935,49.646
56.1,45.847,19.975,49.586
56.2,45.865,20.016,49.526
56.3,45.881,20.056,49.465
56.4,45.898,20.097,49.404
56.5,45.914,20.137,49.342
56.6,45.93,20.177,49.28
56.7,45.946,20.218,49.217
56.8,45.961,20.258,49.154
56.9,45.976,20.298,49.092
57,45.99,20.338,49.029
57.1,46.005,20.378,48.967
57.2,46.02,20.418,48.903
57.3,46.034,20.458,48.84
57.4,46.048,20.498,48.776
57.5,46.062,20.537,48.712
57.6,46.076,20.577,48.648
57.7,46.089,20.616,48.583
57.8,46.102,20.654,48.518
57.9,46.114,20.692,48.452
58,46.127,20.731,48.386
58.1,46.139,20.769,48.32
58.2,46.151,20.806,48.254
58.3,46.163,20.844,48.187
58.4,46.174,20.882,48.12
58.5,46.185,20.919,48.053
58.6,46.196,20.957,47.985
58.7,46.206,20.994,47.917
58.8,46.217,21.031,47.849
58.9,46.227,21.068,47.781
59,46.237,21.105,47.712
59.1,46.246,21.142,47.643
59.2,46.255,21.178,47.574
59.3,46.264,21.215,47.505
59.4,46.273,21.251,47.435
