Time (min),wt,mko,tko
25.2,0.5844,0.26398,0.723
25.3,0.58541,0.26625,0.72478
25.4,0.58641,0.26854,0.72655
25.5,0.5874,0.27083,0.7283
25.6,0.58839,0.27314,0.73004
25.7,0.58937,0.27545,0.73177
25.8,0.59035,0.27778,0.73349
25.9,0.59132,0.28012,0.73519
26,0.59229,0.28246,0.73689
26.1,0.59325,0.28482,0.73857
26.2,0.59421,0.28719,0.74025
26.3,0.59516,0.28956,0.74191
26.4,0.59611,0.29195,0.74357
26.5,0.59706,0.29435,0.74521
26.6,0.598,0.29675,0.74684
26.7,0.59894,0.29917,0.74847
26.8,0.59987,0.30159,0.75008
26.9,0.6008,0.30403,0.75169
27,0.60173,0.30648,0.75329
27.1,0.60264,0.30893,0.75487
27.2,0.60355,0.31139,0.75646
27.3,0.60445,0.31387,0.75803
27.4,0.60535,0.31635,0.75959
27.5,0.60625,0.31884,0.76113
27.6,0.60714,0.32134,0.76265
27.7,0.60803,0.32386,0.76417
27.8,0.60891,0.32638,0.76568
27.9,0.60979,0.3289,0.76718
28,0.61067,0.33144,0.76867
28.1,0.61154,0.33399,0.77015
28.2,0.61241,0.33654,0.77162
28.3,0.61328,0.33911,0.77308
28.4,0.61414,0.34168,0.77454
28.5,0.615,0.34426,0.77598
28.6,0.61586,0.34685,0.77742
28.7,0.61672,0.34945,0.77885
28.8,0.61757,0.35206,0.78027
28.9,0.61842,0.35468,0.78169
29,0.61927,0.3573,0.78309
29.1,0.62007,0.35994,0.78449
29.2,0.62085,0.36258,0.78588
29.3,0.62162,0.36523,0.78727
29.4,0.62237,0.36788,0.78865
29.5,0.62311,0.37055,0.79002
29.6,0.62385,0.37323,0.79138
29.7,0.62457,0.37588,0.79274
29.8,0.62527,0.37855,0.79409
29.9,0.62597,0.38121,0.79544
30,0.62665,0.38389,0.79664
30.1,0.62732,0.38656,0.7978
30.2,0.62798,0.38924,0.79893
30.3,0.62862,0.39193,0.80002
30.4,0.62925,0.39462,0.80109
30.5,0.62986,0.39731,0.80212
30.6,0.63046,0.40001,0.80311
30.7,0.63104,0.40271,0.80407
30.8,0.63161,0.40542,0.805
30.9,0.63217,0.40812,0.80588
31,0.63271,0.41083,0.80672
31.1,0.63323,0.41355,0.80753
31.2,0.63372,0.41626,0.80829
31.3,0.63418,0.41898,0.80901
31.4,0.63463,0.4217,0.80968
31.5,0.63505,0.42443,0.81031
31.6,0.63546,0.42715,0.8109
31.7,0.63584,0.42988,0.81144
31.8,0.6362,0.43261,0.81195
31.9,0.63654,0.43534,0.81244
32,0.63685,0.43808,0.81288
32.1,0.63715,0.44081,0.81328
32.2,0.63742,0.44355,0.81364
32.3,0.63766,0.44629,0.81395
32.4,0.63789,0.44903,0.81422
32.5,0.63808,0.45177,0.81444
32.6,0.63826,0.45452,0.81462
32.7,0.6384,0.45727,0.81474
32.8,0.63852,0.46001,0.81482
32.9,0.63862,0.46276,0.81484
33,0.63868,0.46551,0.81482
33.1,0.63873,0.46826,0.81475
33.2,0.63874,0.47101,0.81462
33.3,0.6388,0.47376,0.81445
33.4,0.63883,0.4765,0.81422
33.5,0.63885,0.47925,0.81393
33.6,0.63885,0.482,0.8136
33.7,0.63883,0.48475,0.81331
33.8,0.63878,0.4875,0.81297
33.9,0.63872,0.49024,0.8126
34,0.63864,0.49299,0.81219
34.1,0.63854,0.49573,0.81175
34.2,0.63843,0.49848,0.81126
34.3,0.63829,0.50122,0.81073
34.4,0.63813,0.50396,0.81016
34.5,0.63795,0.5067,0.80956
34.6,0.63776,0.50943,0.80891
34.7,0.63754,0.51217,0.80823
34.8,0.63731,0.51492,0.80751
34.9,0.63705,0.51767,0.80675
35,0.63678,0.52043,0.80595
35.1,0.63648,0.52318,0.80512
35.2,0.63617,0.52594,0.80424
35.3,0.63584,0.52869,0.80333
35.4,0.63549,0.53144,0.80238
35.5,0.63517,0.5342,0.80142
35.6,0.63484,0.53695,0.80044
35.7,0.6345,0.5397,0.79944
35.8,0.63414,0.54245,0.79841
35.9,0.63377,0.54521,0.79734
36,0.63339,0.54796,0.79625
36.1,0.633,0.55071,0.79513
36.2,0.63259,0.55346,0.79399
36.3,0.63218,0.55621,0.79281
36.4,0.63175,0.55896,0.79161
36.5,0.63132,0.56171,0.79039
36.6,0.63087,0.56445,0.78914
36.7,0.63042,0.5672,0.78786
36.8,0.62995,0.56995,0.78656
36.9,0.62948,0.57269,0.78524
37,0.629,0.57544,0.78389
37.1,0.62851,0.57818,0.78252
37.2,0.62801,0.58092,0.78112
37.3,0.6275,0.58367,0.77971
37.4,0.62699,0.58642,0.77827
37.5,0.62646,0.58917,0.7768
37.6,0.62593,0.59193,0.77532
37.7,0.6254,0.59468,0.77381
37.8,0.62485,0.59743,0.77228
37.9,0.6243,0.60019,0.77074
38,0.62375,0.60294,0.76917
38.1,0.62319,0.60569,0.76758
38.2,0.62262,0.60845,0.76598
38.3,0.62205,0.6112,0.76436
38.4,0.62147,0.61396,0.76272
38.5,0.62089,0.61671,0.76106
38.6,0.62031,0.61947,0.75938
38.7,0.61972,0.62223,0.75769
38.8,0.61912,0.62498,0.75598
38.9,0.61853,0.62774,0.75426
39,0.61793,0.63049,0.75252
39.1,0.61732,0.63325,0.75077
39.2,0.61672,0.63601,0.74898
39.3,0.61611,0.63876,0.74716
39.4,0.6155,0.64152,0.74533
39.5,0.61489,0.64428,0.74348
39.6,0.61428,0.64704,0.74161
39.7,0.61366,0.6498,0.73972
39.8,0.61304,0.65255,0.73782
39.9,0.6124,0.65531,0.73591
40,0.61176,0.65808,0.73398
