Time (min),wt,mko,tko
67.1,234.29,50.236,173.73
67.2,235.15,50.528,174.37
67.3,236.01,50.821,175
67.4,236.87,51.113,175.64
67.5,237.73,51.407,176.28
67.6,238.59,51.7,176.91
67.7,239.45,51.995,177.55
67.8,240.31,52.289,178.19
67.9,241.17,52.584,178.83
68,242.03,52.88,179.47
68.1,242.9,53.176,180.11
68.2,243.76,53.473,180.75
68.3,244.62,53.769,181.39
68.4,245.49,54.067,182.03
68.5,246.35,54.365,182.67
68.6,247.22,54.663,183.31
68.7,248.09,54.961,183.96
68.8,248.95,55.26,184.6
68.9,249.82,55.56,185.24
69,250.69,55.86,185.89
69.1,251.56,56.16,186.53
69.2,252.42,56.46,187.17
69.3,253.29,56.761,187.82
69.4,254.16,57.063,188.47
69.5,255.03,57.364,189.11
69.6,255.9,57.667,189.76
69.7,256.77,57.969,190.4
69.8,257.65,58.272,191.05
69.9,258.52,58.575,191.7
70,259.39,58.879,192.34
70.1,260.26,59.182,192.99
70.2,261.13,59.487,193.64
70.3,262.01,59.791,194.29
70.4,262.88,60.096,194.94
70.5,263.75,60.401,195.59
70.6,264.63,60.707,196.23
70.7,265.5,61.013,196.88
70.8,266.38,61.319,197.53
70.9,267.25,61.626,198.18
71,268.13,61.933,198.83
71.1,269,62.24,199.48
71.2,269.88,62.547,200.13
71.3,270.75,62.855,200.78
71.4,271.63,63.163,201.43
71.5,272.5,63.472,202.08
71.6,273.38,63.78,202.74
71.7,274.26,64.089,203.39
71.8,275.13,64.399,204.04
71.9,276.01,64.708,204.69
72,276.89,65.018,205.34
72.1,277.77,65.328,205.99
72.2,278.64,65.639,206.64
72.3,279.52,65.949,207.3
72.4,280.4,66.26,207.95
72.5,281.28,66.571,208.6
72.6,282.15,66.883,209.25
72.7,283.03,67.195,209.91
72.8,283.91,67.506,210.56
72.9,284.79,67.819,211.21
73,285.67,68.131,211.86
73.1,286.55,68.443,212.52
73.2,287.42,68.756,213.17
73.3,288.3,69.069,213.82
73.4,289.18,69.383,214.48
73.5,290.06,69.696,215.13
73.6,290.94,70.01,215.78
73.7,291.82,70.324,216.44
73.8,292.7,70.638,217.09
73.9,293.58,70.952,217.74
74,294.46,71.267,218.4
74.1,295.34,71.581,219.05
74.2,296.21,71.896,219.7
74.3,297.09,72.211,220.36
74.4,297.97,72.527,221.01
74.5,298.85,72.842,221.67
74.6,299.73,73.158,222.32
74.7,300.61,73.474,222.97
74.8,301.49,73.79,223.63
74.9,302.37,74.106,224.28
75,303.25,74.422,224.94
75.1,304.12,74.739,225.59
75.2,305,75.055,226.24
75.3,305.88,75.372,226.9
75.4,306.76,75.689,227.55
75.5,307.64,76.006,228.21
75.6,308.52,76.324,228.86
75.7,309.4,76.641,229.52
75.8,310.27,76.959,230.17
75.9,311.15,77.277,230.82
76,312.03,77.595,231.48
76.1,312.91,77.913,232.13
76.2,313.79,78.231,232.79
76.3,314.66,78.55,233.44
76.4,315.54,78.868,234.09
76.5,316.42,79.187,234.75
76.6,317.3,79.506,235.4
76.7,318.17,79.824,236.05
76.8,319.05,80.143,236.71
76.9,319.93,80.463,237.36
77,320.8,80.782,238.02
77.1,321.68,81.101,238.67
77.2,322.55,81.421,239.32
77.3,323.43,81.74,239.98
77.4,324.31,82.06,240.63
77.5,325.18,82.38,241.28
77.6,326.06,82.699,241.93
77.7,326.93,83.019,242.59
77.8,327.81,83.339,243.24
77.9,328.68,83.66,243.89
78,329.56,83.98,244.55
78.1,330.43,84.3,245.2
78.2,331.31,84.621,245.85
78.3,332.18,84.941,246.5
78.4,333.05,85.262,247.15
78.5,333.93,85.582,247.81
78.6,334.8,85.903,248.46
78.7,335.67,86.224,249.11
78.8,336.54,86.545,249.76
78.9,337.42,86.866,250.41
79,338.29,87.187,251.06
79.1,339.16,87.508,251.72
79.2,340.03,87.829,252.37
79.3,340.9,88.15,253.02
79.4,341.77,88.471,253.67
79.5,342.64,88.793,254.32
79.6,343.51,89.114,254.97
79.7,344.38,89.435,255.62
79.8,345.25,89.757,256.27
79.9,346.12,90.078,256.92
80,346.99,90.4,257.57
80.1,347.86,90.722,258.22
80.2,348.73,91.043,258.87
80.3,349.59,91.365,259.52
80.4,350.46,91.687,260.17
80.5,351.33,92.008,260.81
80.6,352.2,92.33,261.46
80.7,353.06,92.652,262.11
80.8,353.93,92.974,262.76
80.9,354.79,93.296,263.41
81,355.66,93.618,264.06
81.1,356.52,93.94,264.7
81.2,357.39,94.262,265.35
81.3,358.25,94.583,266
81.4,359.12,94.905,266.64
81.5,359.98,95.227,267.29
81.6,360.84,95.549,267.94
81.7,361.71,95.871,268.58
81.8,362.57,96.193,269.23
81.9,363.43,96.516,269.87
82,364.29,96.838,270.52
82.1,365.15,97.16,271.17
82.2,366.01,97.482,271.81
82.3,366.87,97.804,272.46
82.4,367.73,98.126,273.1
82.5,368.59,98.448,273.74
82.6,369.45,98.77,274.39
82.7,370.31,99.092,275.03
82.8,371.17,99.414,275.68
82.9,372.02,99.736,276.32
83,372.88,100.06,276.96
