"","x","wt","mko","tko"
"83",49.2,0.809807456195791,0.815189364369692,0.3218279179032
"84",49.8,0.808203096183244,0.809579231035234,0.3218279179032
"85",50.4,0.806582809134067,0.803767660910518,0.3218279179032
"86",51,0.804946436044321,0.797747391345854,0.3218279179032
"87",51.6,0.803293816864502,0.791510994876174,0.3218279179032
"88",52.2,0.801624790516756,0.785050891350964,0.3218279179032
"89",52.8,0.799939194913246,0.778359362809765,0.3218279179032
"90",53.4,0.798236866975696,0.771428571428571,0.3218279179032
"91",54,0.796517642656174,0.764250580886569,0.3218279179032
"92",54.6,0.794781356959133,0.756817381526292,0.3218279179032
"93",55.2,0.793027843964761,0.749120919702638,0.3218279179032
"94",55.8,0.791256936853686,0.74115313173649,0.3218279179032
"95",56.4,0.789468467933074,0.732905982905983,0.3218279179032
"96",57,0.787662268664157,0.724371511921483,0.3218279179032
"97",57.6,0.785838169691261,0.715541881337727,0.3218279179032
"98",58.2,0.783996000872349,0.706409434356673,0.3218279179032
"99",58.8,0.782135591311146,0.696966758465537,0.3218279179032
"100",59.4,0.780256769390892,0.687206756334063,0.3218279179032
"101",60,0.778359362809765,0.677122724360961,0.3218279179032
"102",60.6,0.777266719811904,0.676712533418173,0.320652775567313
"103",61.2,0.776167919530081,0.676301813613157,0.319477793990456
"104",61.8,0.775062929540751,0.675890564566656,0.318302988359369
"105",62.4,0.773951717360395,0.675478785900896,0.317128373906607
"106",63,0.772834250448109,0.675066477239608,0.315953965910006
"107",63.6,0.771710496208258,0.674653638208027,0.314779779692143
"108",64.2,0.770580421993201,0.674240268432911,0.313605830619785
"109",64.8,0.769443995106079,0.673826367542546,0.312432134103345
"110",65.4,0.76830118280368,0.673411935166761,0.311258705596313
"111",66,0.767151952299368,0.672996970936933,0.310085560594697
"112",66.6,0.76599627076609,0.672581474486002,0.308912714636447
"113",67.2,0.764834105339454,0.672165445448478,0.307740183300879
"114",67.8,0.763665423120881,0.671748883460455,0.306567982208092
"115",68.4,0.76249019118083,0.671331788159618,0.305396127018372
"116",69,0.761308376562105,0.670914159185256,0.3042246334316
"117",69.6,0.760119946283237,0.670495996178271,0.303053517186649
"118",70.2,0.758924867341944,0.670077298781191,0.301882794060771
"119",70.8,0.757723106718672,0.669658066638178,0.300712479868983
"120",71.4,0.756514631380217,0.669238299395041,0.299542590463449
"121",72,0.755299408283431,0.668817996699244,0.298373141732846
"122",72.6,0.754077404379007,0.66839715819992,0.297204149601738
"123",73.2,0.752848586615356,0.667975783547877,0.296035630029928
"124",73.8,0.751612921942564,0.667553872395618,0.294867599011818
"125",74.4,0.750370377316438,0.667131424397339,0.293700072575755
"126",75,0.749120919702638,0.666708439208953,0.292533066783375
"127",75.6,0.747864516080906,0.666284916488089,0.291366597728936
"128",76.2,0.746601133449377,0.665860855894114,0.290200681538652
"129",76.8,0.745330738828987,0.665436257088137,0.289035334370014
"130",77.4,0.744053299267971,0.665011119733019,0.287870572411112
"131",78,0.74276878184646,0.664585443493391,0.286706411879947
"132",78.6,0.741477153681168,0.66415922803566,0.285542869023736
"133",79.2,0.740178381930183,0.663732473028019,0.284379960118215
"134",79.8,0.738872433797847,0.663305178140463,0.283217701466937
"135",80.4,0.737559276539742,0.662877343044798,0.282056109400557
"136",81,0.736238877467774,0.662448967414649,0.28089520027612
"137",81.6,0.734911203955363,0.662020050925477,0.279734990476338
"138",82.2,0.733576223442727,0.661590593254586,0.278575496408867
"139",82.8,0.732233903442277,0.661160594081138,0.27741673450557
"140",83.4,0.73088421154412,0.660730053086159,0.27625872122178
"141",84,0.729527115421659,0.660298969952558,0.275101473035561
"142",84.6,0.728162582837311,0.659867344365131,0.273945006446955
"143",85.2,0.726790581648325,0.659435176010576,0.272789337977231
"144",85.8,0.725411079812721,0.659002464577507,0.271634484168125
"145",86.4,0.724024045395326,0.658569209756459,0.270480461581076
"146",87,0.72262944657394,0.658135411239908,0.269327286796456
"147",87.6,0.721227251645601,0.657701068722275,0.268174976412796
"148",88.2,0.719817429032971,0.657266181899942,0.267023547046008
"149",88.8,0.718399947290843,0.656830750471262,0.265873015328597
"150",89.4,0.716974775112754,0.656394774136571,0.264723397908874
"151",90,0.715541881337727,0.655958252598203,0.263574711450161
"152",90.6,0.714101234957129,0.655521185560496,0.262426972629993
"153",91.2,0.712652805121649,0.655083572729807,0.261280198139309
"154",91.8,0.711196561148396,0.654645413814526,0.26013440468165
"155",92.4,0.709732472528126,0.654206708525082,0.258989608972341
"156",93,0.708260508932587,0.653767456573963,0.257845827737673
"157",93.6,0.706780640221995,0.653327657675721,0.256703077714084
"158",94.2,0.70529283645263,0.652887311546985,0.255561375647327
"159",94.8,0.703797067884563,0.65244641790648,0.25442073829164
"160",95.4,0.702293304989511,0.652004976475028,0.253281182408914
"161",96,0.700781518458822,0.651562986975569,0.252142724767846
"162",96.6,0.699261679211587,0.651120449133171,0.251005382143099
"163",97.2,0.697733758402886,0.65067736267504,0.249869171314454
"164",97.8,0.696197727432168,0.650233727330532,0.248734109065951
"165",98.4,0.694653557951758,0.649789542831169,0.247600212185042
"166",99,0.693101221875501,0.64934480891065,0.24646749746172
"167",99.6,0.691540691387546,0.64889952530486,0.245335981687662
"168",100.2,0.689971938951255,0.648453691751886,0.244205681655357
"169",100.8,0.688394937318257,0.648007307992028,0.243076614157233
"170",101.4,0.686809659537636,0.647560373767813,0.241948795984784
"171",102,0.685216078965254,0.647112888824005,0.240822243927688
"172",102.6,0.68361416927322,0.646664852907619,0.239696974772924
"173",103.2,0.682003904459489,0.646216265767932,0.238573005303888
"174",103.8,0.680385258857606,0.6457671271565,0.237450352299499
"175",104.4,0.678758207146591,0.645317436827164,0.236329032533309
"176",105,0.677122724360961,0.644867194536069,0.235209062772606
"177",105.6,0.675478785900896,0.644416400041671,0.234090459777514
"178",106.2,0.673826367542546,0.643965053104754,0.232973240300088
"179",106.8,0.672165445448478,0.643513153488443,0.231857421083414
"180",107.4,0.670495996178271,0.643060700958211,0.230743018860693
"181",108,0.668817996699244,0.6426076952819,0.229630050354338
"182",108.6,0.667131424397339,0.642154136229727,0.228518532275053
"183",109.2,0.665436257088137,0.641700023574299,0.227408481320918
"184",109.8,0.663732473028019,0.64124535709063,0.226299914176472
"185",110.4,0.662020050925477,0.640790136556148,0.225192847511789
"186",111,0.660298969952558,0.640334361750709,0.224087297981555
"187",111.6,0.658569209756459,0.639878032456615,0.22298328222414
"188",112.2,0.656830750471262,0.639421148458621,0.22188081686067
"189",112.8,0.655083572729807,0.638963709543951,0.220779918494096
"190",113.4,0.653327657675721,0.638505715502312,0.219680603708263
"191",114,0.651562986975569,0.638047166125903,0.21858288906697
"192",114.6,0.649789542831169,0.637588061209435,0.21748679111304
"193",115.2,0.648007307992028,0.637128400550136,0.216392326367376
"194",115.8,0.646216265767932,0.636668183947772,0.215299511328024
"195",116.4,0.644416400041671,0.636207411204654,0.214208362469228
"196",117,0.6426076952819,0.635746082125656,0.213118896240491
"197",117.6,0.640790136556148,0.635284196518226,0.212031129065627
"198",118.2,0.638963709543951,0.634821754192398,0.210945077341815
"199",118.8,0.637128400550136,0.634358754960811,0.209860757438655
"200",119.4,0.635284196518226,0.633895198638714,0.208778185697215
"201",120,0.633431085043988,0.633431085043988,0.207697378429086
